cod_ibge;municipio;ano;idade_media;classe_idade_media
3522307;Itapetininga;2022; 35,60 ;De 35,0 a 36,9
3522406;Itapeva;2022; 35,00 ;De 35,0 a 36,9
3522505;Itapevi;2022; 32,60 ;De 31,9 a 34,9
3522604;Itapira;2022; 39,40 ;De 39,0 a 45,9
3522653;Itapirapuã Paulista;2022; 33,20 ;De 31,9 a 34,9
3522703;Itápolis;2022; 39,20 ;De 39,0 a 45,9
3522802;Itaporanga;2022; 37,00 ;De 37,0 a 38,9
3522901;Itapuí;2022; 36,20 ;De 35,0 a 36,9
3523008;Itapura;2022; 37,30 ;De 37,0 a 38,9
3523107;Itaquaquecetuba;2022; 33,10 ;De 31,9 a 34,9
3523206;Itararé;2022; 36,00 ;De 35,0 a 36,9
3523305;Itariri;2022; 34,60 ;De 31,9 a 34,9
3523404;Itatiba;2022; 37,10 ;De 37,0 a 38,9
3523503;Itatinga;2022; 33,60 ;De 31,9 a 34,9
3523602;Itirapina;2022; 34,80 ;De 31,9 a 34,9
3523701;Itirapuã;2022; 36,30 ;De 35,0 a 36,9
3523800;Itobi;2022; 38,00 ;De 37,0 a 38,9
3523909;Itu;2022; 36,40 ;De 35,0 a 36,9
3524006;Itupeva;2022; 34,30 ;De 31,9 a 34,9
3524105;Ituverava;2022; 38,50 ;De 37,0 a 38,9
3524204;Jaborandi;2022; 37,80 ;De 37,0 a 38,9
3524303;Jaboticabal;2022; 38,90 ;De 37,0 a 38,9
3524402;Jacareí;2022; 36,90 ;De 35,0 a 36,9
3524501;Jaci;2022; 36,90 ;De 35,0 a 36,9
3524600;Jacupiranga;2022; 35,90 ;De 35,0 a 36,9
3524709;Jaguariúna;2022; 36,00 ;De 35,0 a 36,9
3524808;Jales;2022; 40,90 ;De 39,0 a 45,9
3524907;Jambeiro;2022; 36,50 ;De 35,0 a 36,9
3525003;Jandira;2022; 34,50 ;De 31,9 a 34,9
3525102;Jardinópolis;2022; 36,10 ;De 35,0 a 36,9
3525201;Jarinu;2022; 35,10 ;De 35,0 a 36,9
3525300;Jaú;2022; 37,60 ;De 37,0 a 38,9
3525409;Jeriquara;2022; 35,90 ;De 35,0 a 36,9
3525508;Joanópolis;2022; 38,50 ;De 37,0 a 38,9
3525607;João Ramalho;2022; 35,90 ;De 35,0 a 36,9
3525706;José Bonifácio;2022; 37,70 ;De 37,0 a 38,9
3525805;Júlio Mesquita;2022; 36,50 ;De 35,0 a 36,9
3525854;Jumirim;2022; 36,70 ;De 35,0 a 36,9
3525904;Jundiaí;2022; 38,40 ;De 37,0 a 38,9
3526001;Junqueirópolis;2022; 38,60 ;De 37,0 a 38,9
3526100;Juquiá;2022; 35,80 ;De 35,0 a 36,9
3526209;Juquitiba;2022; 34,60 ;De 31,9 a 34,9
3526308;Lagoinha;2022; 39,50 ;De 39,0 a 45,9
3526407;Laranjal Paulista;2022; 37,40 ;De 37,0 a 38,9
3526506;Lavínia;2022; 36,40 ;De 35,0 a 36,9
3526605;Lavrinhas;2022; 34,40 ;De 31,9 a 34,9
3526704;Leme;2022; 36,10 ;De 35,0 a 36,9
3526803;Lençóis Paulista;2022; 37,00 ;De 37,0 a 38,9
3526902;Limeira;2022; 38,00 ;De 37,0 a 38,9
3527009;Lindóia;2022; 37,80 ;De 37,0 a 38,9
3527108;Lins;2022; 38,70 ;De 37,0 a 38,9
3527207;Lorena;2022; 37,00 ;De 37,0 a 38,9
3527256;Lourdes;2022; 40,70 ;De 39,0 a 45,9
3527306;Louveira;2022; 34,20 ;De 31,9 a 34,9
3527405;Lucélia;2022; 39,00 ;De 39,0 a 45,9
3527504;Lucianópolis;2022; 37,80 ;De 37,0 a 38,9
3527603;Luís Antônio;2022; 34,20 ;De 31,9 a 34,9
3527702;Luiziânia;2022; 36,30 ;De 35,0 a 36,9
3527801;Lupércio;2022; 36,70 ;De 35,0 a 36,9
3527900;Lutécia;2022; 38,50 ;De 37,0 a 38,9
3528007;Macatuba;2022; 36,70 ;De 35,0 a 36,9
3528106;Macaubal;2022; 41,60 ;De 39,0 a 45,9
3528205;Macedônia;2022; 41,80 ;De 39,0 a 45,9
3528304;Magda;2022; 41,80 ;De 39,0 a 45,9
3528403;Mairinque;2022; 35,90 ;De 35,0 a 36,9
3528502;Mairiporã;2022; 35,70 ;De 35,0 a 36,9
3528601;Manduri;2022; 38,00 ;De 37,0 a 38,9
3528700;Marabá Paulista;2022; 36,10 ;De 35,0 a 36,9
3528809;Maracaí;2022; 38,00 ;De 37,0 a 38,9
3528858;Marapoama;2022; 39,50 ;De 39,0 a 45,9
3528908;Mariápolis;2022; 38,60 ;De 37,0 a 38,9
3529005;Marília;2022; 38,50 ;De 37,0 a 38,9
3529104;Marinópolis;2022; 39,80 ;De 39,0 a 45,9
3529203;Martinópolis;2022; 37,70 ;De 37,0 a 38,9
3529302;Matão;2022; 38,50 ;De 37,0 a 38,9
3529401;Mauá;2022; 35,60 ;De 35,0 a 36,9
3529500;Mendonça;2022; 39,70 ;De 39,0 a 45,9
3529609;Meridiano;2022; 40,90 ;De 39,0 a 45,9
3529658;Mesópolis;2022; 38,80 ;De 37,0 a 38,9
3529708;Miguelópolis;2022; 36,40 ;De 35,0 a 36,9
3529807;Mineiros do Tietê;2022; 36,90 ;De 35,0 a 36,9
3529906;Miracatu;2022; 34,30 ;De 31,9 a 34,9
3530003;Mira Estrela;2022; 40,70 ;De 39,0 a 45,9
3530102;Mirandópolis;2022; 38,80 ;De 37,0 a 38,9
3530201;Mirante do Paranapanema;2022; 38,80 ;De 37,0 a 38,9
3530300;Mirassol;2022; 39,00 ;De 39,0 a 45,9
3530409;Mirassolândia;2022; 38,10 ;De 37,0 a 38,9
3530508;Mococa;2022; 38,90 ;De 37,0 a 38,9
3530607;Mogi das Cruzes;2022; 35,80 ;De 35,0 a 36,9
3530706;Mogi Guaçu;2022; 37,70 ;De 37,0 a 38,9
3530805;Mogi Mirim;2022; 38,90 ;De 37,0 a 38,9
3530904;Mombuca;2022; 35,90 ;De 35,0 a 36,9
3531001;Monções;2022; 41,60 ;De 39,0 a 45,9
3531100;Mongaguá;2022; 35,70 ;De 35,0 a 36,9
3531209;Monte Alegre do Sul;2022; 39,50 ;De 39,0 a 45,9
3531308;Monte Alto;2022; 39,80 ;De 39,0 a 45,9
3531407;Monte Aprazível;2022; 39,60 ;De 39,0 a 45,9
3531506;Monte Azul Paulista;2022; 39,10 ;De 39,0 a 45,9
3531605;Monte Castelo;2022; 41,70 ;De 39,0 a 45,9
3531704;Monteiro Lobato;2022; 38,30 ;De 37,0 a 38,9
3531803;Monte Mor;2022; 34,40 ;De 31,9 a 34,9
3531902;Morro Agudo;2022; 34,80 ;De 31,9 a 34,9
3532009;Morungaba;2022; 36,20 ;De 35,0 a 36,9
3532058;Motuca;2022; 37,50 ;De 37,0 a 38,9
3532108;Murutinga do Sul;2022; 41,90 ;De 39,0 a 45,9
3532157;Nantes;2022; 34,90 ;De 31,9 a 34,9
3532207;Narandiba;2022; 35,00 ;De 35,0 a 36,9
3532306;Natividade da Serra;2022; 39,10 ;De 39,0 a 45,9
3532405;Nazaré Paulista;2022; 36,40 ;De 35,0 a 36,9
3532504;Neves Paulista;2022; 42,70 ;De 39,0 a 45,9
3532603;Nhandeara;2022; 42,40 ;De 39,0 a 45,9
3532702;Nipoã;2022; 36,30 ;De 35,0 a 36,9
3532801;Nova Aliança;2022; 38,80 ;De 37,0 a 38,9
3532827;Nova Campina;2022; 32,40 ;De 31,9 a 34,9
3532843;Nova Canaã Paulista;2022; 44,70 ;De 39,0 a 45,9
3532868;Nova Castilho;2022; 38,40 ;De 37,0 a 38,9
3532900;Nova Europa;2022; 35,60 ;De 35,0 a 36,9
3533007;Nova Granada;2022; 37,90 ;De 37,0 a 38,9
3533106;Nova Guataporanga;2022; 40,70 ;De 39,0 a 45,9
3533205;Nova Independência;2022; 35,10 ;De 35,0 a 36,9
3533254;Novais;2022; 34,00 ;De 31,9 a 34,9
3533304;Nova Luzitânia;2022; 37,00 ;De 37,0 a 38,9
3533403;Nova Odessa;2022; 37,50 ;De 37,0 a 38,9
3533502;Novo Horizonte;2022; 38,40 ;De 37,0 a 38,9
3533601;Nuporanga;2022; 38,40 ;De 37,0 a 38,9
3533700;Ocauçu;2022; 38,50 ;De 37,0 a 38,9
3533809;Óleo;2022; 40,10 ;De 39,0 a 45,9
3533908;Olímpia;2022; 38,70 ;De 37,0 a 38,9
3534005;Onda Verde;2022; 36,80 ;De 35,0 a 36,9
3534104;Oriente;2022; 39,30 ;De 39,0 a 45,9
3534203;Orindiúva;2022; 35,00 ;De 35,0 a 36,9
3534302;Orlândia;2022; 37,60 ;De 37,0 a 38,9
3534401;Osasco;2022; 35,90 ;De 35,0 a 36,9
3534500;Oscar Bressane;2022; 41,80 ;De 39,0 a 45,9
3534609;Osvaldo Cruz;2022; 40,40 ;De 39,0 a 45,9
3534708;Ourinhos;2022; 37,60 ;De 37,0 a 38,9
3534757;Ouroeste;2022; 37,10 ;De 37,0 a 38,9
3534807;Ouro Verde;2022; 36,70 ;De 35,0 a 36,9
3534906;Pacaembu;2022; 39,30 ;De 39,0 a 45,9
3535002;Palestina;2022; 39,20 ;De 39,0 a 45,9
3535101;Palmares Paulista;2022; 34,20 ;De 31,9 a 34,9
3535200;Palmeira d'Oeste;2022; 42,10 ;De 39,0 a 45,9
3535309;Palmital;2022; 39,40 ;De 39,0 a 45,9
3535408;Panorama;2022; 36,30 ;De 35,0 a 36,9
3535507;Paraguaçu Paulista;2022; 37,20 ;De 37,0 a 38,9
3535606;Paraibuna;2022; 36,50 ;De 35,0 a 36,9
3535705;Paraíso;2022; 38,60 ;De 37,0 a 38,9
3535804;Paranapanema;2022; 35,30 ;De 35,0 a 36,9
3535903;Paranapuã;2022; 39,90 ;De 39,0 a 45,9
3536000;Parapuã;2022; 40,70 ;De 39,0 a 45,9
3536109;Pardinho;2022; 34,80 ;De 31,9 a 34,9
3536208;Pariquera-Açu;2022; 35,80 ;De 35,0 a 36,9
3536257;Parisi;2022; 40,90 ;De 39,0 a 45,9
3536307;Patrocínio Paulista;2022; 35,90 ;De 35,0 a 36,9
3536406;Paulicéia;2022; 35,60 ;De 35,0 a 36,9
3536505;Paulínia;2022; 35,30 ;De 35,0 a 36,9
3536570;Paulistânia;2022; 39,00 ;De 39,0 a 45,9
3536604;Paulo de Faria;2022; 37,70 ;De 37,0 a 38,9
3536703;Pederneiras;2022; 36,40 ;De 35,0 a 36,9
3536802;Pedra Bela;2022; 38,70 ;De 37,0 a 38,9
3536901;Pedranópolis;2022; 42,40 ;De 39,0 a 45,9
3537008;Pedregulho;2022; 36,50 ;De 35,0 a 36,9
3537107;Pedreira;2022; 37,50 ;De 37,0 a 38,9
3537156;Pedrinhas Paulista;2022; 39,90 ;De 39,0 a 45,9
3537206;Pedro de Toledo;2022; 35,70 ;De 35,0 a 36,9
3537305;Penápolis;2022; 39,00 ;De 39,0 a 45,9
3537404;Pereira Barreto;2022; 38,30 ;De 37,0 a 38,9
3537503;Pereiras;2022; 36,80 ;De 35,0 a 36,9
3537602;Peruíbe;2022; 35,30 ;De 35,0 a 36,9
3537701;Piacatu;2022; 37,80 ;De 37,0 a 38,9
3537800;Piedade;2022; 37,20 ;De 37,0 a 38,9
3537909;Pilar do Sul;2022; 35,70 ;De 35,0 a 36,9
3538006;Pindamonhangaba;2022; 36,20 ;De 35,0 a 36,9
3538105;Pindorama;2022; 38,70 ;De 37,0 a 38,9
3538204;Pinhalzinho;2022; 38,50 ;De 37,0 a 38,9
3538303;Piquerobi;2022; 39,60 ;De 39,0 a 45,9
3538501;Piquete;2022; 39,20 ;De 39,0 a 45,9
3538600;Piracaia;2022; 37,70 ;De 37,0 a 38,9
3538709;Piracicaba;2022; 38,00 ;De 37,0 a 38,9
3538808;Piraju;2022; 38,50 ;De 37,0 a 38,9
3538907;Pirajuí;2022; 37,50 ;De 37,0 a 38,9
3539004;Pirangi;2022; 40,20 ;De 39,0 a 45,9
3539103;Pirapora do Bom Jesus;2022; 32,90 ;De 31,9 a 34,9
3539202;Pirapozinho;2022; 37,20 ;De 37,0 a 38,9
3539301;Pirassununga;2022; 38,90 ;De 37,0 a 38,9
3539400;Piratininga;2022; 38,20 ;De 37,0 a 38,9
3539509;Pitangueiras;2022; 34,90 ;De 31,9 a 34,9
3539608;Planalto;2022; 35,20 ;De 35,0 a 36,9
3539707;Platina;2022; 36,20 ;De 35,0 a 36,9
3539806;Poá;2022; 35,10 ;De 35,0 a 36,9
3539905;Poloni;2022; 39,40 ;De 39,0 a 45,9
3540002;Pompéia;2022; 38,70 ;De 37,0 a 38,9
3540101;Pongaí;2022; 41,90 ;De 39,0 a 45,9
3540200;Pontal;2022; 33,50 ;De 31,9 a 34,9
3540259;Pontalinda;2022; 36,50 ;De 35,0 a 36,9
3540309;Pontes Gestal;2022; 39,30 ;De 39,0 a 45,9
3540408;Populina;2022; 41,10 ;De 39,0 a 45,9
3540507;Porangaba;2022; 38,60 ;De 37,0 a 38,9
3540606;Porto Feliz;2022; 37,30 ;De 37,0 a 38,9
3540705;Porto Ferreira;2022; 37,90 ;De 37,0 a 38,9
3540754;Potim;2022; 34,20 ;De 31,9 a 34,9
3540804;Potirendaba;2022; 39,20 ;De 39,0 a 45,9
3540853;Pracinha;2022; 33,50 ;De 31,9 a 34,9
3540903;Pradópolis;2022; 35,50 ;De 35,0 a 36,9
3541000;Praia Grande;2022; 35,70 ;De 35,0 a 36,9
3541059;Pratânia;2022; 34,70 ;De 31,9 a 34,9
3541109;Presidente Alves;2022; 39,20 ;De 39,0 a 45,9
3541208;Presidente Bernardes;2022; 41,20 ;De 39,0 a 45,9
3541307;Presidente Epitácio;2022; 37,40 ;De 37,0 a 38,9
3541406;Presidente Prudente;2022; 38,70 ;De 37,0 a 38,9
3541505;Presidente Venceslau;2022; 39,90 ;De 39,0 a 45,9
3541604;Promissão;2022; 36,60 ;De 35,0 a 36,9
3541653;Quadra;2022; 37,80 ;De 37,0 a 38,9
3541703;Quatá;2022; 36,30 ;De 35,0 a 36,9
3541802;Queiroz;2022; 34,70 ;De 31,9 a 34,9
3541901;Queluz;2022; 35,80 ;De 35,0 a 36,9
3542008;Quintana;2022; 38,30 ;De 37,0 a 38,9
3542107;Rafard;2022; 36,70 ;De 35,0 a 36,9
3542206;Rancharia;2022; 38,40 ;De 37,0 a 38,9
3542305;Redenção da Serra;2022; 38,50 ;De 37,0 a 38,9
3542404;Regente Feijó;2022; 38,70 ;De 37,0 a 38,9
3542503;Reginópolis;2022; 35,20 ;De 35,0 a 36,9
3542602;Registro;2022; 36,40 ;De 35,0 a 36,9
3542701;Restinga;2022; 33,70 ;De 31,9 a 34,9
3542800;Ribeira;2022; 37,20 ;De 37,0 a 38,9
3542909;Ribeirão Bonito;2022; 35,70 ;De 35,0 a 36,9
3543006;Ribeirão Branco;2022; 34,00 ;De 31,9 a 34,9
3543105;Ribeirão Corrente;2022; 35,30 ;De 35,0 a 36,9
3543204;Ribeirão do Sul;2022; 39,80 ;De 39,0 a 45,9
3543238;Ribeirão dos Índios;2022; 41,80 ;De 39,0 a 45,9
3543253;Ribeirão Grande;2022; 36,50 ;De 35,0 a 36,9
